Message,Hatespeech,Sentiment
พอกูเงียบมึงบอกกูแอ๊บพอกูร่าเริงหาว่กูกะหรี.สัสเอ๊ยกูก็ไมเคยบอกว่ากูนิสัยดีนะตรงกันข้ามกูเลวกว่าที่มึงคิดเยอะ.มึงสิกะหรี่,hatespeech,Unknown
กะหรี่ขนาดไหนอะ คุยกับคนอื่นทั้งๆที่มีแฟนแล้ว,hatespeech,Unknown
ทิ้งนางฟ้ามาคว้ากะหรี่ได้ลง 555,hatespeech,Unknown
สิ่งกีดขวาง ไม้ แก้ว ต่ำ น้ำ อิฐ ปานกลาง คอนกรีต โลหะ สูง,nonhatespeech,Unknown
พูดละก็นึกถึงเถียง คะ ค่ะ กับเพื่อนจนขาดใจ เธอไปท่องอักษรสูง ต่ำ ผันวรรณยุกต์ใหม่นะ ฮือ ฮาาาา  55555555555,nonhatespeech,Unknown
"อย่าหาค่าความสูงจากคนที่คุณวุฒิ "" ต่ำ """,nonhatespeech,Unknown
"กูเป็นคนภูมิ ต้าน ทาน ต่ำ
เห็นอะไรมันเลยอดทานไม่ได้!! — รู้สึกชิลล์",nonhatespeech,Unknown
ภูมิต้านทานหนังหวีดๆ ต่ำ ไม่ค่อยชอบดูหนังสยองๆ แต่ละซีนหลอนๆ ตกใจทีเก้าอี้หงายไปสามบ้านแปดบ้าน เผลออุทานเหี้ยก็บ่อยๆ,nonhatespeech,Unknown
ตรง กับ ต่ำ มันต่างกันนะ,nonhatespeech,Unknown
เเต่ประเด็นเรื่องเพศในไทยมันพูดได้ในวงจำกัด จะพูดเเบบเชิงสอนในครอบครัวมันยังไม่ค่อยมีเลย เพราะทัศนะคติที่มองว่าเรื่องเเบบนี้มันสกปรก ต่ำ?,nonhatespeech,Unknown
ทำไมวะกูไม่เข้าใจ คืออยากใกล้อะไรขนาดนั้นวะ ต่ำ!,hatespeech,Unknown
"กลัวความสูงหรอ
ทำไมชอบทำตัว""ต่ำ""จัง
🙄🙄🙄🙄",hatespeech,Unknown
จัญไรว่ะ อายุ22จริงหรอวะ นี่หรอวะคนที่จะจบไปประกอบอาชีพ ต่ำ สันดานเหี้ย นี่หรอรุ่นพี่ จัญไรสัส มึงไม่ใช่พี่กู,hatespeech,Unknown
ทำตัวส่อ ต่ำ คิดว่าเท่แล้สล่ะสิ่,hatespeech,Unknown
ทำไมพาดหัวข่าวแบบนี้ ต่ำ ไร้จรรยาบรรณ 😤👎🏼 twitter.com/dailynewstwit/…,hatespeech,Unknown
เรียกจิกฉัน สนิทกับฉันมากสินะ อย่ามาทำสันดานแบบนี้นะ ไม่มีมารยาท ต่ำ !!! — รู้สึก ไม่พอใจ ที่... fb.me/10HZgPdlH,hatespeech,Unknown
ขยะสังคมมากอีแอคอตอันนี้ หยาบคาย ต่ำ น่ารังเกียจ,hatespeech,Unknown
"ทำตัวยังกะเป็นแกนโลก
.
สำคัญ??
.
หึ!
.
.
ต่ำ!!!",hatespeech,Unknown
เข้าใจความรู้สึกคนที่เกลียดศป.เพราะคนในด้อมบางคนก็วันนี้แหละ ต่ำ,hatespeech,Unknown
เห็นการใช้ภาษาที่ไว้ด่าทอคนอื่นของคนนั้นแล้วรู้อะไรเยอะเลย รู้ยันพื้นฐานของอะไรบางอย่าง ต่ำ!!!!!,hatespeech,Unknown
ขอไปขุดกรณีเพลงสถุลแปร๊บบบบ,nonhatespeech,Unknown
บิ๊กไบค์ที่เร่งเครื่องใส่ตาที่ขับมอไซต์ตอนรถติดซิคแซคโครตลำบากแม่งโครตกากเลย มันไม่ได้ให้มึงดูเท่ขึ้นเลย กลับดูโครตสถุลด้วยซ้ำ...,nonhatespeech,Unknown
คนดีที่สถุล ช่างย้อนแย้ง twitter.com/RITT41/status/…,nonhatespeech,Unknown
รุ้สึกเเย่ร่างกายสถุลมาก😞🤒😏😂😇,nonhatespeech,Unknown
โดนพื้นฐานแล้วใช้ความเรียบร้อยปกปิดความสถุลเอาไว้,nonhatespeech,Unknown
มึงแยกให้ออก ร่าน กับ แรด อะ,hatespeech,Unknown
เขาผิดเขาก็กำลังรับผิดรับผลกรรม แต่คนที่เหยียบเขาให้จมนี่ จิตใจแม่งต่ำสัด  #เบนซ์เรซซิ่ง,hatespeech,Unknown
ถ้าวิศวะมีคำนำหน้าชื่อว่า วศ ถาปัตย์นี่ สถ ได้มะ โดนด่าว่าสถุลหลายรอบละ555555555,nonhatespeech,Unknown
อะไรจะสถุลเกินกูอีกหล่ะคะ.. ตึกสะอาดฝุดๆ pic.twitter.com/dWmC7RReeC,nonhatespeech,Unknown
ชอบคำว่าถ่อย มันดูแบบกากๆสถุลๆแต่ไม่รุนแรง แต่ก็ไม่ได้จะไปใช้กับใครนะ รู้สึกแค่ว่า ถ้าถูกด่าด้วยคำนี้ก็เจ็บปวดประมาณนึง,nonhatespeech,Unknown
ใครจะเป็นยามรร.นี่เค้าคะดจากอะไร ใครสถุลที่สุดหรอ รองลงมาคงเป็นใครปากเหม็นบุหรี่ที่สุด,hatespeech,Unknown
โห อิเหี้ย(ไม่ใช้ตัวย่อละ) สถุลมาก,hatespeech,Unknown
ลงเฟสอัพเดทชีวิตแฮปปี้มาก รักกันมาก อยากจะประกาศเหลือเกินให้พูดไหมว่าข้างหลังแทบจะแทงกันตาย สถุลยิ่งกว่าอะไร น่ารังเกียจชิบหาย,hatespeech,Unknown
